VfBHSwC5Vz_pbFluy07i9Q,My girlfriend and I stayed here for 3 nights and loved it.,"0,0,0,0,0,0",0.3,0.587142857
VfBHSwC5Vz_pbFluy07i9Q,The location of this hotel and very decent price makes this an amazing deal.,"0,0,0,0.3,0.3,0",0.6,0.587142857
VfBHSwC5Vz_pbFluy07i9Q,"When you walk out the front door Scott Monument and Princes street are right in front of you, Edinburgh Castle and the Royal Mile is a 2 minute walk via a close right around the corner, and there are so many hidden gems nearby including Calton Hill and the newly opened Arches that made this location incredible.","0,0,0,1,0,0",1,0.587142857
VfBHSwC5Vz_pbFluy07i9Q,"The hotel itself was also very nice with a reasonably priced bar, very considerate staff, and small but comfortable rooms with excellent bathrooms and showers.","0.5,0.4,0,1,0.4,0.4",0.5,0.587142857
VfBHSwC5Vz_pbFluy07i9Q,"Only two minor complaints are no telephones in room for room service (not a huge deal for us) and no AC in the room, but they have huge windows which can be fully opened.","0.8,0,0,0,0,0",1,0.587142857
VfBHSwC5Vz_pbFluy07i9Q,"The staff were incredible though, letting us borrow umbrellas for the rain, giving us maps and directions, and also when we had lost our only UK adapter for charging our phones gave us a very fancy one for free.","0.3,0,0,0,0,0.7",0.6,0.587142857
VfBHSwC5Vz_pbFluy07i9Q,"I would highly recommend this hotel to friends, and when I return to Edinburgh (which I most definitely will) I will be staying here without any hesitation.","0,0,0,0,0,0",0.4,0.587142857
3zRpneRKDsOPq92tq7ybAA,If you need an inexpensive place to stay for a night or two then you may consider this place but for a longer stay I'd recommend somewhere with better amenities.,"0.2,0,0,0,0.8,0",0.4,0.58875
3zRpneRKDsOPq92tq7ybAA,"Pros:Great location- you're right by the train station, central location to get to old town and new town, and right by sight seeing his tours.","0,0,0,1,0,0",0.6,0.58875
3zRpneRKDsOPq92tq7ybAA,"Food, bars, and shopping all within walking distance.","0,0,0,1,0,0",0.9,0.58875
3zRpneRKDsOPq92tq7ybAA,"Location, location, location.","0,0,0,0.3,0,0",0.9,0.58875
3zRpneRKDsOPq92tq7ybAA,"Very clean and very good maid serviceCons:Tiny rooms Uncomfortable bed Absolutely no amenities No phone in room No wardrobe Was given a lot of attitude about me and my husband sharing a room which was quite strange and we were charged 15 pounds more for double occupancy not sure why that matters I felt like it was a money grab.","0.8,0.3,0,0,0,0.8",0.6,0.58875
3zRpneRKDsOPq92tq7ybAA,It was just handled in a kind of odd manner to me...,"0,0,0,0,0,0.6",1,0.58875
3zRpneRKDsOPq92tq7ybAA,"If you book this hotel all you get is a bed, desk, and a bathroom.","0.8,0,0,0,0,0",1,0.58875
3zRpneRKDsOPq92tq7ybAA,It isn't awful but know what you're getting into.,"0,0,0,0,0,0",0.7,0.58875
llmdwOgDReucVoWEry61Lw,Location is everything and this hotel has it!,"0,0,0,0.3,0,0",0.6,0.786
llmdwOgDReucVoWEry61Lw,The reception is inviting and open 24 hours.,"0.2,0,0,0,0,0.8",1,0.786
llmdwOgDReucVoWEry61Lw,They are very helpful and have a lot of patience answering all my questions about where to go etc.,"0,0,0,0,0,1",0.7,0.786
llmdwOgDReucVoWEry61Lw,there is also a lounge open 24 hours with snack-type food.,"1,0,0,0,0,0",1,0.786
llmdwOgDReucVoWEry61Lw,Breakfast is continental-style so if you want heartier fare look elsewhere though you don't have to go far.,"0,0,1,0,0,0",1,0.786
llmdwOgDReucVoWEry61Lw,The bus and train stations are right across the street so it's easy access to the airport or anywhere else you may want to go.,"0,0,0,1,0,0",0.9,0.786
llmdwOgDReucVoWEry61Lw,Turn uphill to old town or cross the bridge to new town.,"0,0,0,1,0,0",1,0.786
llmdwOgDReucVoWEry61Lw,The room with a view i got was spacious and comfortable though it's a bit of a maze to find it-just follow the signs.,"0.3,0.8,0,0,0,0",0.7,0.786
llmdwOgDReucVoWEry61Lw,The windows are double paned so the room is quiet plus i was on the 5th floor which helps.,"0.8,0.3,0,0,0,0",1,0.786
llmdwOgDReucVoWEry61Lw,It's a bit pricey but still one of the best values i found!,"0,0,0,0,0.3,0",0.7,0.786
lGEl24NGj2HVBJrodeXcjg,"Beautiful space, great location, staff rock.","0,0.3,0,0.3,0,0.3",0.6,0.455
lGEl24NGj2HVBJrodeXcjg,"Tiny room, but this was expected.","0.4,0.4,0,0,0,0",0.7,0.455
lGEl24NGj2HVBJrodeXcjg,Bathroom amazing.,"0.3,0.1,0,0,0,0",0.6,0.455
lGEl24NGj2HVBJrodeXcjg,"Walls, however, paper thin, which is why I can barely string a sentence together in this review.","0.6,0,0,0,0,0",0.8,0.455
cUgvEy5wj7zYE68v1BzzVg,This is a fairly new property I think.,"0.3,0,0,0,0,0",1,0.334285714
cUgvEy5wj7zYE68v1BzzVg,It is a German company and has most of the amenities you would want.,"0.3,0,0,0,0,0",0.7,0.334285714
cUgvEy5wj7zYE68v1BzzVg,It is priced on the budget minded side so it won't break your bank.,"0,0,0,0,0.4,0",0.8,0.334285714
cUgvEy5wj7zYE68v1BzzVg,Location is really good.,"0,0,0,0.3,0,0",0.5,0.334285714
cUgvEy5wj7zYE68v1BzzVg,Near the Royal Mile and Waverley station without being too noisy.,"0,0.7,0,0,0,0",0.8,0.334285714
cUgvEy5wj7zYE68v1BzzVg,Very easy to walk to everything we wanted to do.,"0,0,0,0.4,0,0",0.8,0.334285714
cUgvEy5wj7zYE68v1BzzVg,Has WiFi but we did have to re-log in every day.,"0.6,0,0,0,0,0",0.8,0.334285714
FSB_BnvysBgH3JYrbFNcgw,First time at this group of hotels.,"0,0,0,0,0,0",1,0.425
FSB_BnvysBgH3JYrbFNcgw,"Pretty new, only one in UK, another to open in Edinburgh and one in London.","0.1,0.1,0,0,0,0",0.9,0.425
FSB_BnvysBgH3JYrbFNcgw,Rooms not very big but great price and location for a weekend in Edinburgh.,"0.4,0.2,0,0,0.3,0",0.8,0.425
FSB_BnvysBgH3JYrbFNcgw,"Rooms clean, comfortable, good shower and free wifi!","0.7,0.3,0,0,0,0",0.8,0.425
dhl3ZW9aAEX_T7_um5tfaQ,Location location location!,"0,0,0,0.3,0,0",1,0.56
dhl3ZW9aAEX_T7_um5tfaQ,Motel One is just right in the middle of everything.,"0,0,0,0.4,0,0",1,0.56
dhl3ZW9aAEX_T7_um5tfaQ,To one side you have the New town and the main trains station ( and right in front of the airport bus)  and on the other side the beautiful old town of Edinburg.,"0,0,0,1,0,0",1,0.56
dhl3ZW9aAEX_T7_um5tfaQ,The room was small but clean and with all you need.,"0.4,0.3,0,0,0,0",0.8,0.56
dhl3ZW9aAEX_T7_um5tfaQ,The bathroom was also small but nice and clean and the shower was big and good!,"0.4,0.3,0,0,0,0",0.8,0.56
dhl3ZW9aAEX_T7_um5tfaQ,Next to the bed there is a European plug (CC 7/7) so we actually didn't need to use our adapter.,"0.6,0,0,0,0,0",0.9,0.56
dhl3ZW9aAEX_T7_um5tfaQ,"The beed was to hard for my back and I prefer the bed more soft, but I will still come back to Edinburgh and Motel One.","0.7,0,0,0,0,0",0.8,0.56
JQJvnM3p-3eML05eKcTgiw,A hotel that has all the basics that you'd need - no additional fuss.,"0.3,0,0,0,0,0",0.7,0.45
JQJvnM3p-3eML05eKcTgiw,"For the price we paid, I'd say this place is actually pretty good value.","0,0,0,0,0.3,0",0.8,0.45
JQJvnM3p-3eML05eKcTgiw,The location is super central and it's easy to get to everywhere from here!,"0,0,0,0.4,0,0",0.8,0.45
JQJvnM3p-3eML05eKcTgiw,"It's also right next to the airport shuttle bus and train station, so transport is also easy.","0,0,0,0.9,0,0",1,0.45
JQJvnM3p-3eML05eKcTgiw,The insides is a bit of a maze depending on where your room is located - you may have to go down to go up to go back down again to get to your room!,"0.3,0.4,0,0,0,0",0.9,0.45
JQJvnM3p-3eML05eKcTgiw,"But no bother, it's good for walking off the chips and sobering from your drinks.","0.2,0.2,0.1,0,0,0",0.8,0.45
fbVYETRuWDw8QnpimpGMpg,"Well, i like the idea of Motel One.","0,0,0,0,0,0",0.3,0.325
fbVYETRuWDw8QnpimpGMpg,"Always in the center of the city, somehow modern design, good beds.","0.3,0.3,0,0.4,0,0",0.8,0.325
fbVYETRuWDw8QnpimpGMpg,No fancy unnecessary stuff.,"0,0,0,0,0,0.6",0.9,0.325
fbVYETRuWDw8QnpimpGMpg,All of this is true for this motel one in Edinburgh.,"0,0,0,0,0,0",1,0.325
fbVYETRuWDw8QnpimpGMpg,Perfectly located even if it's hard to discover.,"0,0,0,0.6,0,0",0.7,0.325
fbVYETRuWDw8QnpimpGMpg,"Breakfast is ok, but not more.","0,0,0.3,0,0,0",0.8,0.325
fbVYETRuWDw8QnpimpGMpg,Service is friendly.,"0,0,0,0,0,0.3",0.8,0.325
fbVYETRuWDw8QnpimpGMpg,No twin rooms available..,"0.4,0,0,0,0,0",0.9,0.325
ysfjtAWreLoy7um8WTb8xA,Motel One sets the standard for budget hotels.,"0,0,0,0,0.3,0",0.9,0.560666667
ysfjtAWreLoy7um8WTb8xA,"I stayed at the Dusseldorf branch a while ago so when I saw one in Edinburgh, I knew this was the place to book.","0,0,0,0,0,0",1,0.560666667
ysfjtAWreLoy7um8WTb8xA,We managed to get a reservation during the Edinburgh Fringe Festival and only booked a few weeks before.,"0,0,0,0,0,0",1,0.560666667
ysfjtAWreLoy7um8WTb8xA,"We did pay a premium over the normal rate but given the crowds in the city during this time, it was still a good deal compared to other hotels.","0.4,0,0,0,0.3,0",1,0.560666667
ysfjtAWreLoy7um8WTb8xA,"Staff were all friendly and welcoming, presentable and professional.","0,0,0,0,0,0.4",0.7,0.560666667
ysfjtAWreLoy7um8WTb8xA,We received a room upgrade with quite a large room overlooking the bridge crossing Waverley station to Princes St.,"0.3,0.3,0,0,0,0.6",1,0.560666667
ysfjtAWreLoy7um8WTb8xA,"Despite overlooking a busy road, the room was almost silent thanks to solid double glazing.","0.3,0.7,0,0,0,0",1,0.560666667
ysfjtAWreLoy7um8WTb8xA,The room temperature was perfectly controlled with an individual A/C unit.,"0.7,0.3,0,0,0,0",1,0.560666667
ysfjtAWreLoy7um8WTb8xA,"Super clean, modern, uncluttered.","0,0.4,0,0,0,0",0.8,0.560666667
ysfjtAWreLoy7um8WTb8xA,Bathroom was similar.,"0.4,0.2,0,0,0,0",0.9,0.560666667
ysfjtAWreLoy7um8WTb8xA,No slamming doors or noise in the night.,"0.6,0.7,0,0,0,0",1,0.560666667
ysfjtAWreLoy7um8WTb8xA,Bonus.,"0,0,0,0,0,0",1,0.560666667
ysfjtAWreLoy7um8WTb8xA,Free wifi that works with one log in (doesn't require repeated log ins as some places do) and had decent signal strength.,"0.8,0,0,0,0,0",1,0.560666667
ysfjtAWreLoy7um8WTb8xA,"The buffet continental breakfast was also a hit with fresh croissants, danishes, cold cuts, cheese, toast, fruit and yoghurt all well presented, fresh and good quality as was the coffee.","0,0,1,0,0,0",1,0.560666667
ysfjtAWreLoy7um8WTb8xA,"If I am looking for a reasonable hotel in a city, Motel One will be by first choice.","0,0,0,0,0,0",0.2,0.560666667
ByRzJ8rF2KJWLr-cUNU6EA,"This place is horrible, we were so excited to try it since I got a gift card for my birthday.","0,0,0,0,0,0",0.2,0.0875
ByRzJ8rF2KJWLr-cUNU6EA,"We went in an ordered are whole meal and they did not except are gift card, because their system was down.","0.3,0,0,0,0,0",0.9,0.0875
ByRzJ8rF2KJWLr-cUNU6EA,"Unacceptable, this would have been so helpful if we would have known this prior!","0,0,0,0,0,0.2",0.4,0.0875
ByRzJ8rF2KJWLr-cUNU6EA,!,"0,0,0,0,0,0",0.9,0.0875
i5UwUPlQFPLcE8p2gPFwBw,"For being fairly ""fast"" food.. Pei Wei (pronounced pay way I confirmed haha) is pretty darn good.","0,0,0,0,0,0",0.3,0.26875
i5UwUPlQFPLcE8p2gPFwBw,we got a few things to share.,"0,0,0,0,0,0",0.9,0.26875
i5UwUPlQFPLcE8p2gPFwBw,I had the Asian chicken salad and was impressed!,"0,0,0.4,0,0,0",0.7,0.26875
i5UwUPlQFPLcE8p2gPFwBw,There was a decent amount of chicken.,"0,0,0.6,0,0,0",0.9,0.26875
i5UwUPlQFPLcE8p2gPFwBw,"Some more veggies would be nice, but overall pretty good.","0,0,0.7,0,0,0",0.8,0.26875
i5UwUPlQFPLcE8p2gPFwBw,The steak teriyaki was great as well as the fried rice.,"0,0,0.7,0,0,0",0.8,0.26875
i5UwUPlQFPLcE8p2gPFwBw,Over all good was good!,"0,0,0,0,0,0",0.4,0.26875
i5UwUPlQFPLcE8p2gPFwBw,"Nice, clean, and reasonable.","0,0.3,0,0,0,0",0.7,0.26875
EyQyvTTg2jX4or9bB8PC9g,"I decided to try it out, I'm celiac and therefore can only eat gluten free...","0,0,0.3,0,0,0",0.9,0.367272727
EyQyvTTg2jX4or9bB8PC9g,They have an easy to understand GF Menu with anything you can possibly want.,"0.4,0,0,0,0,0",0.8,0.367272727
EyQyvTTg2jX4or9bB8PC9g,I placed my order online and picked the exact pickup time.,"0.2,0,0,0,0,0.3",1,0.367272727
EyQyvTTg2jX4or9bB8PC9g,I cam and my food was ready for me.,"0,0,0,0,0,0.4",1,0.367272727
EyQyvTTg2jX4or9bB8PC9g,Driving home the smell in my car was so good I could barely wait to get home and try it - true umami!,"0,0,0.3,0,0,0",0.8,0.367272727
EyQyvTTg2jX4or9bB8PC9g,I got home and dug into the delicious spicy chicken and rice with sugar snapies and carrots.,"0,0,0.8,0,0,0",1,0.367272727
EyQyvTTg2jX4or9bB8PC9g,It was superb!,"0,0,0,0,0,0",0,0.367272727
EyQyvTTg2jX4or9bB8PC9g,For $9 I will definitely try this again!,"0,0,0,0,0.7,0",0.4,0.367272727
EyQyvTTg2jX4or9bB8PC9g,"I did see a huge line at the store, so try doing an online order and pickup forsure!","0,0,0,0,0,0.7",0.9,0.367272727
EyQyvTTg2jX4or9bB8PC9g,p.s.,"0,0,0,0,0,0",1,0.367272727
EyQyvTTg2jX4or9bB8PC9g,they even include GF soy sauce!,"0.3,0,0.3,0,0,0",1,0.367272727
G-EFA005besj5uHsH0sQFA,"I'm not saying Pei Wei is the best asian food I've ever tasted, far from it, it's a fairly large chain that puts on the appearance of something more refined, it's essentially to Asian food what Olive Garden is to Italian Food.","0,0.3,0.3,0,0,0",1,0.6625
G-EFA005besj5uHsH0sQFA,"With that said I've always had pretty good experiences with Pei Wei, the food although not spectacular is better than some of the overcooked chicken drowning in MSG offered by some of the local chinese restaurants.","0,0,0.4,0,0,0",0.8,0.6625
G-EFA005besj5uHsH0sQFA,"the portions are good sized, the food is generally consistent, and the prices are really reasonable considering this is a corporate chain in some cases cheaper than the local establishments.","0,0,0.3,0,0.3,0",0.8,0.6625
G-EFA005besj5uHsH0sQFA,"or dare I say it's name ""panda express"" (which is overpriced crap)the time before last that I went they forgot the tomato's and the dressing for an asian chopped chicken salad that my wife ordered, I didn't discover that the dressing was missing until I got home, I immediately called the restaurant and was speaking to a manager within 30 seconds.","0,0,0.7,0,0,0",1,0.6625
G-EFA005besj5uHsH0sQFA,The manager apologized and asked me If I would like to come back to the restaurant or if he could have my address so he could send me a gift certificate.,"0,0,0,0,0,0.8",1,0.6625
G-EFA005besj5uHsH0sQFA,"I decided to go back to the restaurant, when I got the restaurant I told the person at the counter my name and they already had a bag set aside for me, the manager came over and explained to me there was another full salad in the bag, and he put additional dressing for the salad we already had, and additionally he gave me a coupon for free lettuce wraps.","0,0,0,0,0,1",1,0.6625
G-EFA005besj5uHsH0sQFA,"(which mental note: I need to use)I must say I was impressed with this manager, and it was refreshing after being in situations where a manager has taken back the bag/plate and essentially ""un-F$@k's"" your food and returns it to you.","0,0,0,0,0,1",0.7,0.6625
G-EFA005besj5uHsH0sQFA,"Overall great customer service, consistent food, and a good option for takeout in surprise.","0,0,0.3,0,0,0.4",1,0.6625
6PcJSGUBSLjt4VLXos5C4A,Sometimes the food is spot on and delicious and other times it is quite salty at this location.,"0,0,0.3,0.2,0,0",0.9,0.353333333
6PcJSGUBSLjt4VLXos5C4A,Very difficult to get a consistently good meal.,"0,0,0.3,0,0,0",0.7,0.353333333
6PcJSGUBSLjt4VLXos5C4A,Menu items add up quickly.,"0.4,0,0,0,0,0",1,0.353333333
PFJmyZD_lNBa_Y3kbX1VvA,Decent customer service but the food was awful.,"0,0,0.3,0,0,0.3",0.6,0.24
PFJmyZD_lNBa_Y3kbX1VvA,It was cold and had no sauce at all.,"0,0,0.6,0,0,0",1,0.24
PFJmyZD_lNBa_Y3kbX1VvA,I was expecting it to be good but this place really went down hill.,"0,0,0,0,0,0",0.8,0.24
PFJmyZD_lNBa_Y3kbX1VvA,I will never eat here again.,"0,0,0,0,0,0",0.2,0.24
_Qv1FQUToLrKMuG6pV4Gzw,Super clean restaurant and friendly staff.,"0,0.3,0,0,0,0.3",0.7,0.308
_Qv1FQUToLrKMuG6pV4Gzw,FRESH food.,"0,0,0.3,0,0,0",0.8,0.308
_Qv1FQUToLrKMuG6pV4Gzw,Hasn't been sitting under heat lamps.,"0.4,0,0,0,0,0",0.8,0.308
_Qv1FQUToLrKMuG6pV4Gzw,"NO MSG, this is the good stuff.","0,0,0.4,0,0,0.3",0.8,0.308
_Qv1FQUToLrKMuG6pV4Gzw,I have to have the Kung Pao Chicken weekly.,"0,0,0,0,0,0",0.9,0.308
s2mlqrFNaPEGtcnEu3EJ4Q,Found this the other night.,"0,0,0,0,0,0",1,0.251428571
s2mlqrFNaPEGtcnEu3EJ4Q,It is the PF Chang fast food option and it worked perfectly for us.,"0,0,0,0,0,0",0.5,0.251428571
s2mlqrFNaPEGtcnEu3EJ4Q,"Limited menu, but lower prices.","0.4,0,0,0,0.3,0",0.8,0.251428571
s2mlqrFNaPEGtcnEu3EJ4Q,"Very basic decor, but clean and fast seating.","0.3,0.4,0,0,0,0",0.9,0.251428571
s2mlqrFNaPEGtcnEu3EJ4Q,Lettuce Wraps just as good as Chang's.,"0,0,0.3,0,0,0",0.9,0.251428571
s2mlqrFNaPEGtcnEu3EJ4Q,"Very busy, especially the take out.","0,0,0,0,0,0.3",1,0.251428571
s2mlqrFNaPEGtcnEu3EJ4Q,Glad to have it close,"0,0,0,0,0,0",0.2,0.251428571
oiSzZRrbi3y01_wqU528ZQ,"The staff here is great and they're nice,  wonderful and quick.","0,0,0,0,0,0.3",0.7,0.295
oiSzZRrbi3y01_wqU528ZQ,"People were ranting in raving about pei wei, I had to try it.","0,0,0,0,0,0",0.8,0.295
oiSzZRrbi3y01_wqU528ZQ,Even good yelp reviews.,"0,0,0,0,0,0",0.8,0.295
oiSzZRrbi3y01_wqU528ZQ,I'm highly dissatisfied with the flavor of the food.,"0,0,0.3,0,0,0",0.4,0.295
oiSzZRrbi3y01_wqU528ZQ,This  should be labeled Asian inspired and not Asian.,"0,0,0,0,0,0",1,0.295
oiSzZRrbi3y01_wqU528ZQ,"I've tried a variety of Chinese restaurants, this doesn't taste close to anything I've had at other Asian restaurants.","0,0,0,0,0,0",1,0.295
oiSzZRrbi3y01_wqU528ZQ,Their Mongolian beef  was 5 pieces of beef and large mushrooms cut into thirds in a thick sauce.,"0,0,1,0,0,0",1,0.295
oiSzZRrbi3y01_wqU528ZQ,You eat the rice to wash off the nasty flavor.,"0,0,0.4,0,0,0",0.7,0.295
oiSzZRrbi3y01_wqU528ZQ,My shrimp was thickly coated in an overpowering  sauce as well.,"0,0,0.7,0,0,0",1,0.295
oiSzZRrbi3y01_wqU528ZQ,I only ate some of the veggies that take center stage on a meat dish.,"0,0,0.7,0,0,0",1,0.295
oiSzZRrbi3y01_wqU528ZQ,The center of my pork egg roll was cold.,"0,0,0.7,0,0,0",1,0.295
oiSzZRrbi3y01_wqU528ZQ,The hot N sour soup was a much thicker consistency almost like that of a chili instead of being brothy.,"0,0,1,0,0,0",1,0.295
oiSzZRrbi3y01_wqU528ZQ,Worst of all was the price.,"0,0,0,0,0.3,0",0.6,0.295
oiSzZRrbi3y01_wqU528ZQ,This was not worth it to us.,"0,0,0,0,0,0",0.4,0.295
oiSzZRrbi3y01_wqU528ZQ,Neither me or my husband enjoyed either of  our dishes.,"0,0,0.3,0,0,0",0.4,0.295
oiSzZRrbi3y01_wqU528ZQ,We didn't even eat half of our plates.,"0,0,0.3,0,0,0",0.6,0.295
oiSzZRrbi3y01_wqU528ZQ,We even refused to take it home with us.,"0,0,0,0,0,0",0.6,0.295
oiSzZRrbi3y01_wqU528ZQ,"If you like and enjoy what typical Asian food tastes like,  don't waste your time here.","0,0,0.4,0,0,0",0.3,0.295
